contrato_numero,contrato_numero_gedo,procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,numero_obra,nombre_obra,contrato_perfeccionamiento_fecha,contratista_cuit,contratista_razon_social,contratista_ute_si_no,contrato_monto,contrato_moneda,funcionario_contratante_nombre,funcionario_contratante_cargo
46-1548-CON21,,46-0101-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA - TRAMO: JOAQUIN V. GONZA,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-87508650-   -APN-LYC#DNV,46-0031-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL No 16 - PROVINCIA DE SALTA - TRAMO: JOAQUIN V. GONZA,,30-53300416-0,LEMIRO PABLO PIETROBONI S.A.,NO,446967473.96,ARS,,
46-1543-CON21,,46-0103-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL N°52 - PROVINCIA DE JUJUY,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-114186172-   -APN-DJJ#DNV,46-0031-OBR21,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL No52 - PROVINCIA DE JUJUY,2021-11-25T00:00:00,33-51629418-9,DYCASA Sociedad An½nima,NO,26078395.30,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1519-CON21,,46-0104-LPU20,OBRA: CONSERVACIÓN MEJORATIVA  SISTEMA MODULAR - RUTA NACIONAL N° 60  PROVINCIA DE CATAMARCA,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-100885437-   -APN-DCAT#DNV,46-0023-OBR21,OBRA: CONSERVACIÓN MEJORATIVA ? SISTEMA MODULAR - RUTA NACIONAL No 60 ? PROVINCIA DE CATAMARCA,2021-10-29T00:00:00,30-71101956-8,PF COMPAñA CONSTRUCTORA SA,NO,426890710.07,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0188-CON22,,46-0123-LPU21,"OBRA: Sistema C.Re.Ma. 2020 - Malla N°408 A"" - Provincia de Catamarca""",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-56062609-   -APN-DCAT#DNV,46-0033-OBR22,VIALIDAD,2022-07-22T00:00:00,30-69050479-7,Luis Losi S.A.,NO,5099898507.04,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0126-CON22,,46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-11672309-   -APN-DTDF#DNV,46-0004-OBR22,Obra Ruta Nacional No 33 - Repavimentación y Banquinas.,2022-02-11T00:00:00,30-61522482-7,Rovella Carranza S.A.,NO,329798000.00,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1582-CON21,,46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-10955198-   -APN-DBA#DNV,46-0004-OBR22,Obra Ruta Nacional No 33 - Repavimentación y Banquinas.,,30-61522482-7,Rovella Carranza S.A.,NO,329798000.00,ARS,,
46-0001-CON22,,46-0133-LPU21,OBRA DE RECONSTRUCCIÓN DE CALZADA DESCENDENTE AU EZEIZA CAÑUELAS - TRAMO: PUENTE PÉRGOLA,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-10219670-   -APN-DBA#DNV,46-0001-OBR22,OBRA DE RECONSTRUCCIÓN DE CALZADA DESCENDENTE AU EZEIZA CAñUELAS - TRAMO: PUENTE PRGOLA,2022-02-02T00:00:00,30-65083338-0,CONSTRUCCIONES INGEVIAL S.A.,NO,576741941.65,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0003-CON22,,46-0134-LPU21,"VARIANTE CAÑUELAS. AU EZEIZA CAÑUELAS (58,72) A R.N. N° 3 (KM 68,30) ACCESO A CAÑUELAS",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-12173521-   -APN-DBA#DNV,46-0003-OBR22,"VARIANTE CAñUELAS. AU EZEIZA CAñUELAS (58,72) A R.N. No 3 (KM 68,30) ACCESO A CAñUELAS",2022-02-09T00:00:00,30-56845745-1,SACDE Sociedad Argentina de Construcción y Desarrollo Estrat?gico S.A.  (continuadora de IECSA S.A.),NO,5627983251.29,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0190-CON22,,46-0136-LPU21,"PROYECTO, OBRA RN N°3 - VARIANTE SAN MIGUEL DEL MONTE - TRAMO: KM 104.78  KM 113.48",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-43556915-   -APN-DBA#DNV,46-0018-OBR22,"PROYECTO, OBRA RN No3 - VARIANTE SAN MIGUEL DEL MONTE - TRAMO: KM 104.78 ? KM 113.48",2022-05-23T00:00:00,30-56845745-1,SACDE Sociedad Argentina de Construcción y Desarrollo Estrat?gico S.A.  (continuadora de IECSA S.A.),NO,6528631972.57,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0201-CON22,,46-0138-LPU21,"OBRA AUTOPISTA SAN MIGUEL DEL MONTE  GORCHS. RUTA NACIONAL N° 3 TRAMO KM 113,78  KM 141,00",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-46133813-   -APN-DBA#DNV,46-0017-OBR22,"OBRA AUTOPISTA SAN MIGUEL DEL MONTE ? GORCHS. RUTA NACIONAL No 3 TRAMO KM 113,78 ? KM 141,00",2022-05-20T00:00:00,30-56845745-1,SACDE Sociedad Argentina de Construcción y Desarrollo Estrat?gico S.A.  (continuadora de IECSA S.A.),NO,7707666121.94,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0002-CON22,,46-0139-LPU21,OBRA DE REPAVIMENTACIÓN DE LA RUTA NACIONAL N° 33  TRAMO: PUJATO  ZAVALLA,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-16558328-   -APN-DSF#DNV,,,,30-68701088-0,NSTOR JULIO GUERECHET S.A.,NO,492110500.15,ARS,,
46-0181-CON22,,46-0139-LPU21,OBRA DE REPAVIMENTACIÓN DE LA RUTA NACIONAL N° 33  TRAMO: PUJATO  ZAVALLA,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-34362838-   -APN-DSF#DNV,,,,30-68701088-0,NSTOR JULIO GUERECHET S.A.,NO,492110500.15,ARS,,
46-0388-CON22,,46-0149-LPU21,PROYECTO DE LA BRA RUTA NACIONAL N° 9 - TERCEROS CARRILES.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-69973921-   -APN-LYC#DNV,,,,30-71749933-2,ROVIAL S.A. - EDECA S.A. - OBRING S.A. -3ER CARRIL. U. T.,SI,3488220386.82,ARS,,
46-0158-CON23,,46-0150-LPU22,CONSTRUCCIÓN DE BANQUINAS PAVIMENTADAS Y CARRILES DE SOBREPASO EN RUTA NACIONAL N° 226,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-23260999-   -APN-DBA#DNV,46-0022-OBR23,CONSTRUCCIÓN DE BANQUINAS PAVIMENTADAS Y CARRILES DE SOBREPASO EN RUTA NACIONAL No 226,2023-03-06T00:00:00,30-51650063-4,COARCO SA,NO,2576357791.54,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0187-CON22,,46-0153-LPU21,"OBRA DE REPAVIMENTACIÓN, RUTA SEGURA Y ENSANCHE DE PUENTES EXISTENTES, RUTA NACIONAL N° 193",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-37143095-   -APN-DBA#DNV,46-0041-OBR22,"OBRA DE REPAVIMENTACIÓN, RUTA SEGURA Y ENSANCHE DE PUENTES EXISTENTES, RUTA NACIONAL No 193",2022-09-28T00:00:00,30-50225600-5,JOSE J. CHEDIACK S.A.I.C.A.,NO,276990000.00,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0402-CON22,,46-0154-LPU21,"OBRA DE REPAVIMENTACIÓN, RUTA NACIONAL N° 9, TRAMO: CAMPANA  ROSARIO",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-77901858-   -APN-DBA#DNV,46-0043-OBR22,"OBRA DE REPAVIMENTACIÓN, RUTA NACIONAL No 9, TRAMO: CAMPANA ? ROSARIO",2022-10-12T00:00:00,30-69327676-0,CONCRET NOR S.A.,NO,664548086.19,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0189-CON22,,46-0155-LPU21,"OBRA RUTA NACIONAL N° 5. AUTOPISTA MERCEDES - INICIO VARIANTE SUIPACHA, TRAMO: KM. 104 - KM 124.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-77694882-   -APN-DBA#DNV,46-0044-OBR22,"OBRA RUTA NACIONAL No 5. AUTOPISTA MERCEDES - INICIO VARIANTE SUIPACHA, TRAMO: KM. 104 - KM 124.",2022-10-31T00:00:00,30717603938,CPC S.A.VIAL AGRO S.A.-RN N 5 UNIÓN TRANSITORIA,SI,432352327.36,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0193-CON22,,46-0160-LPU21,"OBRA AUTOPISTA RN N° 7 DUPLICACIÓN CARMEN DE ARECO (KM 138,35 A KM 141,00)",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-117556937-   -APN-DBA#DNV,,,,30717457729,CONSTRUCTORA DOS ARROYOS S.A. ? SEMISA INFRAESTRUCTURA S.A. ? HOMAQ S.A. - UT,SI,199099999.99,ARS,PABLO CAFFARO,Coordinador
46-0614-CON22,,46-0163-LPU21,OBRA DE CONSERVACIÓN MEJORATIVA: REACONDICIONAMIENTO DE CALZADA - RUTA NACIONAL Nº 35,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-75194962-   -APN-LYC#DNV,,,,30-59048752-6,COINGSA SA,NO,486343160.53,ARS,,
46-0143-CON22,,46-0164-LPU21,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: RADA TILLY (KM. 1843,30)  KM. 1867",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-21913787-   -APN-DTDF#DNV,46-0010-OBR22,"OBRA: RUTA NACIONAL No 3 - OBRAS FALTANTES - TRAMO: RADA TILLY (KM. 1843,30) ? KM. 1867",2022-03-16T00:00:00,30-62924805-2,RIGEL SRL,NO,3266355406.37,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1584-CON21,,46-0164-LPU21,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: RADA TILLY (KM. 1843,30)  KM. 1867",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-13522014-   -APN-DCHU#DNV,46-0010-OBR22,"OBRA: RUTA NACIONAL No 3 - OBRAS FALTANTES - TRAMO: RADA TILLY (KM. 1843,30) ? KM. 1867",,30-62924805-2,RIGEL SRL,NO,3266355406.37,ARS,,
46-0143-CON23,,46-0164-LPU22,OBRAS RENOVACIÓN Y MEJORAMIENTO DEL SEÑALAMIENTO VERTICAL LATERAL Y AÉREO EN RUTAS NACIONALES VARIAS,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-10408569-   -APN-DTDF#DNV,46-0002-OBR23,OBRAS RENOVACIÓN Y MEJORAMIENTO DEL SEñALAMIENTO VERTICAL LATERAL Y AREO EN RUTAS NACIONALES VARIAS,2023-02-02T00:00:00,30-50491289-9,CLEANOSOL ARGENTINA S.A.I.C.F.I.,NO,169026045.50,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0658-CON22,,46-0164-LPU22,OBRAS RENOVACIÓN Y MEJORAMIENTO DEL SEÑALAMIENTO VERTICAL LATERAL Y AÉREO EN RUTAS NACIONALES VARIAS,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-69610168-   -APN-LYC#DNV,46-0002-OBR23,OBRAS RENOVACIÓN Y MEJORAMIENTO DEL SEñALAMIENTO VERTICAL LATERAL Y AREO EN RUTAS NACIONALES VARIAS,,30-50491289-9,CLEANOSOL ARGENTINA S.A.I.C.F.I.,NO,169026045.50,ARS,,
46-0131-CON22,,46-0165-LPU21,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: KM. 1867  KM. 1908,60",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-13515429-   -APN-DSCR#DNV,46-0006-OBR22,"OBRA: RUTA NACIONAL No 3 - OBRAS FALTANTES - TRAMO: KM. 1867 ? KM. 1908,60",2022-02-11T00:00:00,30-59865201-1,CPC S.A.,NO,6692980587.47,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1585-CON21,,46-0165-LPU21,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: KM. 1867  KM. 1908,60",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-10712422-   -APN-DSCR#DNV,46-0006-OBR22,"OBRA: RUTA NACIONAL No 3 - OBRAS FALTANTES - TRAMO: KM. 1867 ? KM. 1908,60",,30-59865201-1,CPC S.A.,NO,6692980587.47,ARS,,
46-0362-CON22,,46-0181-LPU21,"OBRA DE CONSERVACION MEJORATIVA - EJECUCION DE BACHEO Y CARPETA ASFALTICA EN 0,04 M DE ESPESOR",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-60624436-   -APN-DMZA#DNV,46-0023-OBR22,"OBRA DE CONSERVACION MEJORATIVA - EJECUCION DE BACHEO Y CARPETA ASFALTICA EN 0,04 M DE ESPESOR",2022-06-23T00:00:00,30-60867483-3,MARCALBA S.A.,NO,752866263.59,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0453-CON22,,46-0185-LPU21,MALLA RN11D. RUTA NACIONAL N°11 - PROVINCIAS DE SANTA FE Y CHACO.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-110199021-   -APN-DSF#DNV,46-0054-OBR22,MALLA RN11D. RUTA NACIONAL No11 - PROVINCIAS DE SANTA FE Y CHACO.,2022-12-01T00:00:00,30-51839093-3,ICF S.A.,NO,3889169299.88,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0184-CON22,,46-0187-LPU21,"OBRA MEJORA DE INTERSECCIÓN DE ACCESO A SIERRAS BAYAS - RUTA NACIONAL N°226 - KM 285,33.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-36350770-   -APN-DBA#DNV,46-0020-OBR22,"OBRA MEJORA DE INTERSECCIÓN DE ACCESO A SIERRAS BAYAS - RUTA NACIONAL No226 - KM 285,33.",2022-05-26T00:00:00,30-50509809-5,Paolini Hnos S.A,NO,668681604.42,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0455-CON22,,46-0190-LPU21,"OBRA DE CONSERVACIÓN MEJORATIVA: EJECUCIÓN DE CARPETA Y BACHEOS"" - RUTA NACIONAL Nº 151""",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-119763270-   -APN-DRN#DNV,46-0050-OBR22,"OBRA DE CONSERVACIÓN MEJORATIVA: EJECUCIÓN DE CARPETA Y BACHEOS"" - RUTA NACIONAL No 151""",2022-11-14T00:00:00,30-56734850-0,LUCIANO S.A.,NO,574430132.64,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0183-CON22,,46-0191-LPU21,"OBRA RUTA NACIONAL N° 5. REPAVIMENTACIÓN, ENSANCHE Y BANQUINAS.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-36346694-   -APN-DBA#DNV,46-0019-OBR22,"OBRA RUTA NACIONAL No 5. REPAVIMENTACIÓN, ENSANCHE Y BANQUINAS.",2022-05-23T00:00:00,30-56734850-0,LUCIANO S.A.,NO,1100701315.39,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0373-CON22,,46-0211-LPU21,OBRA RUTA NACIONAL N°3. AUTOPISTA FIN VARIANTE LAS FLORES  INTERSECCIÓN RP N° 30,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-73949012-   -APN-DBA#DNV,46-0037-OBR22,OBRA RUTA NACIONAL No3. AUTOPISTA FIN VARIANTE LAS FLORES ? INTERSECCIÓN RP No 30,2022-08-10T00:00:00,30-69050479-7,Luis Losi S.A.,NO,1619911274.02,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0425-CON22,,46-0212-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO  SISTEMA MODULAR - RUTA NACIONAL N° 11,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-96535494-   -APN-LYC#DNV,,,,30-50112559-4,Laromet S.A.,NO,1579991743.98,ARS,,
46-0387-CON22,,46-0251-LPU21,"OBRAS DE SEGURIDAD VIAL, SEÑALAMIENTO HORIZONTAL CON MATERIAL TERMOPLÁSTICO, de la Red Vial Nacional",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-74722851-   -APN-DTDF#DNV,46-0029-OBR22,"OBRAS DE SEGURIDAD VIAL, SEñALAMIENTO HORIZONTAL CON MATERIAL TERMOPLæSTICO, de la Red Vial Nacional",2022-07-20T00:00:00,30-50491289-9,CLEANOSOL ARGENTINA S.A.I.C.F.I.,NO,3584117821.52,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0435-CON22,,46-0258-LPU21,"OBRAS DE SEGURIDAD VIAL, SEÑALAMIENTO HORIZONTAL CON MATERIAL TERMOPLÁSTICO, de la Red Vial Nacional",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-116252966-   -APN-DTDF#DNV,46-0048-OBR22,"OBRAS DE SEGURIDAD VIAL, SEñALAMIENTO HORIZONTAL CON MATERIAL TERMOPLæSTICO, de la Red Vial Nacional",2022-11-08T00:00:00,33717735779,BECHA S.A ? VAWA S.A.C.I.C.I - FEVIAL S.A - DNV ? L.P.N No 77/2021 - Uni½n Transitoria,SI,3509124111.32,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0620-CON22,,46-0262-LPU21,OBRA: CONSTRUCCION DE OBRA BASICA Y PAVIMENTO EN VARIANTE RUTA NACIONAL N° 40,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-124568920-   -APN-DCAT#DNV,46-0053-OBR22,VIALIDAD,2022-11-22T00:00:00,30-71079146-1,TRANSREDES SA,NO,455370328.95,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0009-CON23,,46-0264-LPU21,OBRA: REPAVIMENTACIÓN RUTA NACIONAL N° 3 -TRAMO: CAÑUELAS - SAN MIGUEL DEL MONTE.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-12439761-   -APN-DBA#DNV,46-0006-OBR23,OBRA: REPAVIMENTACIÓN RUTA NACIONAL No 3 -TRAMO: CAñUELAS - SAN MIGUEL DEL MONTE.,2023-02-09T00:00:00,30-69327676-0,CONCRET NOR S.A.,NO,1772166872.93,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0141-CON23,,46-0297-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO  SISTEMA MODULAR - RUTAS NACIONALES N° 11 Y A-009,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-22806597-   -APN-DSF#DNV,,,,30-59048752-6,COINGSA SA,NO,197956062.78,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0454-CON22,,46-0297-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO  SISTEMA MODULAR - RUTAS NACIONALES N° 11 Y A-009,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-119904568-   -APN-LYC#DNV,,,,30-59048752-6,COINGSA SA,NO,197956062.78,ARS,,
46-0464-CON22,,46-0298-LPU21,C.Re.Ma. 2020 - MALLA 206,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-122039909-   -APN-DBA#DNV,46-0015-OBR23,VIALIDAD,2023-02-22T00:00:00,30-50487767-8,DECAVIAL SAICAC,NO,5298674257.52,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0207-CON22,,46-0313-LPU21,RUTA NACIONAL N°9/34  TRAMO: ROSARIO DE LA FRONTERA  LTE. SALTA/JUJUY.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-80759940-   -APN-DS#DNV,46-0036-OBR22,RUTA NACIONAL No9/34 ? TRAMO: ROSARIO DE LA FRONTERA ? LTE. SALTA/JUJUY.,2022-08-05T00:00:00,30-57406653-7,Vialmani S.A.,NO,7999419256.74,ARS,GUSTAVO HECTOR ARRIETA,Director General
501-0872-CON22,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2022-05-27T00:00:00,30-70910712-3,POSE SA,NO,133159260.76,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0875-CON22,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2022-05-30T00:00:00,30-69530748-5,VIAL TEC SA,NO,142443684.11,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0885-CON22,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2022-05-31T00:00:00,30-70828836-1,"C&E CONSTRUCCIONES, S.A.",NO,13242245.95,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0874-CON22,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2022-05-04T00:00:00,30-69639421-7,CONSTRUMEX S.A.,NO,133063155.67,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0873-CON22,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2022-05-09T00:00:00,30-71648397-1,Teximco S.A. - Tecnovias S.R.L. UTE,SI,142519795.96,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-2065-CON21,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2021-06-11T00:00:00,30-70910712-3,POSE SA,NO,665796303.79,ARS,MARTIN GILL,Secretario
501-2064-CON21,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2021-06-11T00:00:00,30-69530748-5,VIAL TEC SA,NO,712218420.56,ARS,MARTIN GILL,Secretario
501-2063-CON21,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2021-06-14T00:00:00,30-70828836-1,"C&E CONSTRUCCIONES, S.A.",NO,66211229.75,ARS,MARTIN GILL,Secretario
501-2066-CON21,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2021-06-09T00:00:00,30-69639421-7,CONSTRUMEX S.A.,NO,665315778.37,ARS,MARTIN GILL,Secretario
501-2067-CON21,,501-0004-LPU20,Construcción y rehabilitación de corredores urbanos en Área Metropolitana de Buenos Aires Prog MAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2020-69480616-   -APN-DCYS#MOP,,,2021-06-14T00:00:00,30716483971,Teximco S.A. - Tecnovias S.R.L. UTE,SI,71259897.98,ARS,MARTIN GILL,Secretario
501-3492-CON21,,501-0004-LPU21,Restauración y Puesta en Valor del Hotel N°1 Embalse Provincia de Córdoba,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-114130738-   -APN-SOP#MOP,501-0002-OBR21,Restauración y Puesta en Valor del Hotel No1 Embalse Provincia de C½rdoba,2021-11-25T00:00:00,30-64008725-7,TEXIMCO SA,NO,980766136.25,ARS,MARTIN GILL,Secretario
501-0833-CON23,,501-0004-LPU22,ACUEDUCTO SAN JAVIER  TRAMO SAN JAVIER TOSTADO,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2023-27185435-   -APN-DCYS#MOP,,,,30717925064,SUPERCEMENTO S.A.I.C. ? ROVELLA CARRANZA S.A. ? BENITO ROGGIO E HIJOS S.A. ? CENTRO CONSTRUCCIONES S.A. UT,SI,56948555116.43,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
